BATCH_ID,TASK_MSTR_ID,FILE_MSTR_ID,DB_MSTR_ID,TASK_TYPE,SRC_OBJ_NM,TGT_OBJ_NM,SRC_READ_CNT,TGT_WRITE_CNT,TGT_REJECT_COUNT,REC_INSERT_DTTM
20240502105955,2,-1,13,DB_INGESTION,LND_BOSULIF_NPS_DATA,STG_BOSULIF_NPS_DATA,2503,60072,-57569,2024-05-02 11:01:40.246
20240502105955,2,-1,14,DB_INGESTION,"STG_BOSULIF_NPS_DATA, STG_BOSULIF_TRX_DATA",STG_BOSULIF_DATA,60072,123576,-63504,2024-05-02 11:01:56.038
20240502105955,2,-1,15,DB_INGESTION,"STG_TALZENNA_NPS_DATA, STG_TALZENNA_TRX_DATA",STG_TALZENNA_DATA,6312,7056,-744,2024-05-02 11:02:09.033
20240502105955,2,-1,16,DB_INGESTION,"STG_TALZENNA_DATA, STG_BOSULIF_DATA",STG_BRAND_DATA,7056,130632,-123576,2024-05-02 11:02:23.530
20240502105955,3,-1,9,DB_INGESTION,VW_STG_VYNDAMAX_MSTR,VYNDAMAX_MSTR,25492,25492,0,2024-05-02 11:02:31.925
20240502104617,2,-1,15,DB_INGESTION,"STG_TALZENNA_NPS_DATA, STG_TALZENNA_TRX_DATA",STG_TALZENNA_DATA,263,263,0,2024-05-02 10:49:34.117
20240502104617,1,9,-1,FILE_INGESTION,02062024_Talzenna_TRx_Data.xlsx.xlsx,LND_TALZENNA_TRX_DATA,294,294,0,2024-05-02 10:46:28.904
20240502104617,1,10,-1,FILE_INGESTION,02062024_Talzenna_NPS_Data.xlsx,LND_TALZENNA_NPS_DATA,263,263,0,2024-05-02 10:46:29.613
20240502104617,1,12,-1,FILE_INGESTION,01312024_Bosulif_NPS_Data.xlsx,LND_BOSULIF_NPS_DATA,2503,2503,0,2024-05-02 10:47:04.708
20240502104617,1,11,-1,FILE_INGESTION,01312024_Bosulif_TRx_Data.xlsx,LND_BOSULIF_TRX_DATA,5149,5149,0,2024-05-02 10:47:06.023
20240502104617,2,-1,2,DB_INGESTION,LND_VYNDAMAX,STG_VYNDAMAX,42880,42880,0,2024-05-02 10:47:14.130
20240502104617,2,-1,10,DB_INGESTION,LND_TALZENNA_TRX_DATA,STG_TALZENNA_TRX_DATA,294,294,0,2024-05-02 10:48:52.563
20240502104617,2,-1,12,DB_INGESTION,LND_BOSULIF_TRX_DATA,STG_BOSULIF_TRX_DATA,5149,5149,0,2024-05-02 10:49:09.354
20240502104617,2,-1,13,DB_INGESTION,LND_BOSULIF_NPS_DATA,STG_BOSULIF_NPS_DATA,2503,60072,-57569,2024-05-02 10:49:17.779
20240502104617,2,-1,14,DB_INGESTION,"STG_BOSULIF_NPS_DATA, STG_BOSULIF_TRX_DATA",STG_BOSULIF_DATA,60072,60072,0,2024-05-02 10:49:26.661
20240502104617,2,-1,11,DB_INGESTION,LND_TALZENNA_NPS_DATA,STG_TALZENNA_NPS_DATA,263,263,0,2024-05-02 10:49:00.608
20240502104617,2,-1,16,DB_INGESTION,"STG_TALZENNA_DATA, STG_BOSULIF_DATA",STG_BRAND_DATA,263,263,0,2024-05-02 10:49:43.868
20240502104617,3,-1,9,DB_INGESTION,VW_STG_VYNDAMAX_MSTR,VYNDAMAX_MSTR,25492,25492,0,2024-05-02 10:49:49.949
20240502103925,1,9,-1,FILE_INGESTION,02062024_Talzenna_TRx_Data.xlsx.xlsx,LND_TALZENNA_TRX_DATA,294,294,0,2024-05-02 10:39:38.438
20240502103925,1,10,-1,FILE_INGESTION,02062024_Talzenna_NPS_Data.xlsx,LND_TALZENNA_NPS_DATA,263,263,0,2024-05-02 10:39:38.494
20240502103925,1,11,-1,FILE_INGESTION,01312024_Bosulif_TRx_Data.xlsx,LND_BOSULIF_TRX_DATA,5149,5149,0,2024-05-02 10:40:16.345
20240502103925,2,-1,10,DB_INGESTION,LND_TALZENNA_TRX_DATA,STG_TALZENNA_TRX_DATA,294,294,0,2024-05-02 10:40:34.855
20240502103925,2,-1,11,DB_INGESTION,LND_TALZENNA_NPS_DATA,STG_TALZENNA_NPS_DATA,263,263,0,2024-05-02 10:40:43.393
20240502103925,2,-1,12,DB_INGESTION,LND_BOSULIF_TRX_DATA,STG_BOSULIF_TRX_DATA,5149,5149,0,2024-05-02 10:40:52.432
20240502103925,2,-1,13,DB_INGESTION,LND_BOSULIF_NPS_DATA,STG_BOSULIF_NPS_DATA,2503,60072,-57569,2024-05-02 10:41:01.206
20240502103925,2,-1,14,DB_INGESTION,"STG_BOSULIF_NPS_DATA, STG_BOSULIF_TRX_DATA",STG_BOSULIF_DATA,60072,60072,0,2024-05-02 10:41:11.116
20240502103925,2,-1,15,DB_INGESTION,"STG_TALZENNA_NPS_DATA, STG_TALZENNA_TRX_DATA",STG_TALZENNA_DATA,263,263,0,2024-05-02 10:41:19.215
20240502103925,2,-1,16,DB_INGESTION,"STG_TALZENNA_DATA, STG_BOSULIF_DATA",STG_BRAND_DATA,263,263,0,2024-05-02 10:41:28.785
20240502103925,3,-1,9,DB_INGESTION,VW_STG_VYNDAMAX_MSTR,VYNDAMAX_MSTR,25492,25492,0,2024-05-02 10:41:34.887
20240502103925,2,-1,2,DB_INGESTION,LND_VYNDAMAX,STG_VYNDAMAX,42880,42880,0,2024-05-02 10:40:26.346
20240502103925,1,12,-1,FILE_INGESTION,01312024_Bosulif_NPS_Data.xlsx,LND_BOSULIF_NPS_DATA,2503,2503,0,2024-05-02 10:40:16.755
20240502101814,2,-1,15,DB_INGESTION,"STG_TALZENNA_NPS_DATA, STG_TALZENNA_TRX_DATA",STG_TALZENNA_DATA,6312,7056,-744,2024-05-02 10:21:24.217
20240502101814,1,9,-1,FILE_INGESTION,02062024_Talzenna_TRx_Data.xlsx.xlsx,LND_TALZENNA_TRX_DATA,294,294,0,2024-05-02 10:18:27.437
20240502101814,1,12,-1,FILE_INGESTION,01312024_Bosulif_NPS_Data.xlsx,LND_BOSULIF_NPS_DATA,2503,2503,0,2024-05-02 10:19:03.575
20240502101814,1,11,-1,FILE_INGESTION,01312024_Bosulif_TRx_Data.xlsx,LND_BOSULIF_TRX_DATA,5149,5149,0,2024-05-02 10:19:04.779
20240502101814,2,-1,2,DB_INGESTION,LND_VYNDAMAX,STG_VYNDAMAX,42880,42880,0,2024-05-02 10:19:13.506
20240502101814,2,-1,10,DB_INGESTION,LND_TALZENNA_TRX_DATA,STG_TALZENNA_TRX_DATA,294,7056,-6762,2024-05-02 10:20:35.724
20240502101814,2,-1,11,DB_INGESTION,LND_TALZENNA_NPS_DATA,STG_TALZENNA_NPS_DATA,263,6312,-6049,2024-05-02 10:20:44.118
20240502101814,2,-1,13,DB_INGESTION,LND_BOSULIF_NPS_DATA,STG_BOSULIF_NPS_DATA,2503,60072,-57569,2024-05-02 10:21:01.158
20240502101814,2,-1,14,DB_INGESTION,"STG_BOSULIF_NPS_DATA, STG_BOSULIF_TRX_DATA",STG_BOSULIF_DATA,60072,123576,-63504,2024-05-02 10:21:14.156
20240502101814,3,-1,9,DB_INGESTION,VW_STG_VYNDAMAX_MSTR,VYNDAMAX_MSTR,25492,25492,0,2024-05-02 10:21:40.949
20240502101814,2,-1,16,DB_INGESTION,"STG_TALZENNA_DATA, STG_BOSULIF_DATA",STG_BRAND_DATA,7056,130632,-123576,2024-05-02 10:21:35.511
20240502101814,1,10,-1,FILE_INGESTION,02062024_Talzenna_NPS_Data.xlsx,LND_TALZENNA_NPS_DATA,263,263,0,2024-05-02 10:18:27.725
20240502101814,2,-1,12,DB_INGESTION,LND_BOSULIF_TRX_DATA,STG_BOSULIF_TRX_DATA,5149,123576,-118427,2024-05-02 10:20:52.540
20240502091938,1,11,-1,FILE_INGESTION,01312024_Bosulif_TRx_Data.xlsx,LND_BOSULIF_TRX_DATA,5149,5149,0,2024-05-02 09:20:29.855
20240502091938,2,-1,2,DB_INGESTION,LND_VYNDAMAX,STG_VYNDAMAX,42880,42880,0,2024-05-02 09:20:39.409
20240502091938,2,-1,10,DB_INGESTION,LND_TALZENNA_TRX_DATA,STG_TALZENNA_TRX_DATA,294,7056,-6762,2024-05-02 09:20:47.985
20240502091938,2,-1,11,DB_INGESTION,LND_TALZENNA_NPS_DATA,STG_TALZENNA_NPS_DATA,263,6312,-6049,2024-05-02 09:20:56.998
20240502091938,2,-1,12,DB_INGESTION,LND_BOSULIF_TRX_DATA,STG_BOSULIF_TRX_DATA,5149,123576,-118427,2024-05-02 09:21:06.861
20240502091938,2,-1,13,DB_INGESTION,LND_BOSULIF_NPS_DATA,STG_BOSULIF_NPS_DATA,2503,60072,-57569,2024-05-02 09:21:17.816
20240502091938,2,-1,14,DB_INGESTION,"STG_BOSULIF_NPS_DATA, STG_BOSULIF_TRX_DATA",STG_BOSULIF_DATA,60072,123576,-63504,2024-05-02 09:21:31.816
20240502091938,2,-1,15,DB_INGESTION,"STG_TALZENNA_NPS_DATA, STG_TALZENNA_TRX_DATA",STG_TALZENNA_DATA,6312,7056,-744,2024-05-02 09:21:42.900
20240502091938,2,-1,16,DB_INGESTION,"STG_TALZENNA_DATA, STG_BOSULIF_DATA",STG_BRAND_DATA,7056,130632,-123576,2024-05-02 09:21:53.810
20240502091938,3,-1,9,DB_INGESTION,VW_STG_VYNDAMAX_MSTR,VYNDAMAX_MSTR,25492,25492,0,2024-05-02 09:22:00.520
20240502091938,1,9,-1,FILE_INGESTION,02062024_Talzenna_TRx_Data.xlsx.xlsx,LND_TALZENNA_TRX_DATA,294,294,0,2024-05-02 09:19:51.364
20240502091938,1,12,-1,FILE_INGESTION,01312024_Bosulif_NPS_Data.xlsx,LND_BOSULIF_NPS_DATA,2503,2503,0,2024-05-02 09:20:27.927
20240502091938,1,10,-1,FILE_INGESTION,02062024_Talzenna_NPS_Data.xlsx,LND_TALZENNA_NPS_DATA,263,263,0,2024-05-02 09:19:50.332
20240502091519,2,-1,11,DB_INGESTION,LND_TALZENNA_NPS_DATA,STG_TALZENNA_NPS_DATA,263,6312,-6049,2024-05-02 09:16:45.321
20240502091519,1,10,-1,FILE_INGESTION,02062024_Talzenna_NPS_Data.xlsx,LND_TALZENNA_NPS_DATA,263,263,0,2024-05-02 09:15:33.720
20240502091519,1,12,-1,FILE_INGESTION,01312024_Bosulif_NPS_Data.xlsx,LND_BOSULIF_NPS_DATA,2503,2503,0,2024-05-02 09:16:11.947
20240502091519,1,9,-1,FILE_INGESTION,02062024_Talzenna_TRx_Data.xlsx.xlsx,LND_TALZENNA_TRX_DATA,294,294,0,2024-05-02 09:15:33.943
20240502091519,1,11,-1,FILE_INGESTION,01312024_Bosulif_TRx_Data.xlsx,LND_BOSULIF_TRX_DATA,5149,5149,0,2024-05-02 09:16:13.641
20240502091519,2,-1,2,DB_INGESTION,LND_VYNDAMAX,STG_VYNDAMAX,42880,42880,0,2024-05-02 09:16:25.415
20240502091519,2,-1,10,DB_INGESTION,LND_TALZENNA_TRX_DATA,STG_TALZENNA_TRX_DATA,294,7056,-6762,2024-05-02 09:16:35.360
20240502091519,2,-1,12,DB_INGESTION,LND_BOSULIF_TRX_DATA,STG_BOSULIF_TRX_DATA,5149,123576,-118427,2024-05-02 09:17:06.679
20240502091519,2,-1,13,DB_INGESTION,LND_BOSULIF_NPS_DATA,STG_BOSULIF_NPS_DATA,2503,60072,-57569,2024-05-02 09:17:17.695
20240502091519,2,-1,14,DB_INGESTION,"STG_BOSULIF_NPS_DATA, STG_BOSULIF_TRX_DATA",STG_BOSULIF_DATA,60072,123576,-63504,2024-05-02 09:17:35.946
20240502091519,2,-1,15,DB_INGESTION,"STG_TALZENNA_NPS_DATA, STG_TALZENNA_TRX_DATA",STG_TALZENNA_DATA,6312,7056,-744,2024-05-02 09:17:46.301
20240502091519,2,-1,16,DB_INGESTION,"STG_TALZENNA_DATA, STG_BOSULIF_DATA",STG_BRAND_DATA,7056,130632,-123576,2024-05-02 09:17:59.616
20240502091519,3,-1,9,DB_INGESTION,VW_STG_VYNDAMAX_MSTR,VYNDAMAX_MSTR,25492,25492,0,2024-05-02 09:18:08.115
20240502085149,2,-1,12,DB_INGESTION,LND_BOSULIF_TRX_DATA,STG_BOSULIF_TRX_DATA,5149,123576,-118427,2024-05-02 08:55:02.084
20240502085149,2,-1,13,DB_INGESTION,LND_BOSULIF_NPS_DATA,STG_BOSULIF_NPS_DATA,2503,60072,-57569,2024-05-02 08:55:10.473
20240502085149,2,-1,14,DB_INGESTION,"STG_BOSULIF_NPS_DATA, STG_BOSULIF_TRX_DATA",STG_BOSULIF_DATA,60072,123576,-63504,2024-05-02 08:55:25.202
20240502085149,2,-1,15,DB_INGESTION,"STG_TALZENNA_NPS_DATA, STG_TALZENNA_TRX_DATA",STG_TALZENNA_DATA,6312,7056,-744,2024-05-02 08:55:36.211
20240502085149,2,-1,16,DB_INGESTION,"STG_TALZENNA_DATA, STG_BOSULIF_DATA",STG_BRAND_DATA,7056,130632,-123576,2024-05-02 08:55:48.568
20240502085149,3,-1,9,DB_INGESTION,VW_STG_VYNDAMAX_MSTR,VYNDAMAX_MSTR,25492,25492,0,2024-05-02 08:55:55.275
20240502085149,2,-1,11,DB_INGESTION,LND_TALZENNA_NPS_DATA,STG_TALZENNA_NPS_DATA,263,6312,-6049,2024-05-02 08:54:52.816
20240502085149,2,-1,2,DB_INGESTION,LND_VYNDAMAX,STG_VYNDAMAX,42880,42880,0,2024-05-02 08:52:55.835
20240502085149,1,11,-1,FILE_INGESTION,01312024_Bosulif_TRx_Data.xlsx,LND_BOSULIF_TRX_DATA,5149,5149,0,2024-05-02 08:52:46.063
20240502085149,1,12,-1,FILE_INGESTION,01312024_Bosulif_NPS_Data.xlsx,LND_BOSULIF_NPS_DATA,2503,2503,0,2024-05-02 08:52:45.617
20240502085149,1,10,-1,FILE_INGESTION,02062024_Talzenna_NPS_Data.xlsx,LND_TALZENNA_NPS_DATA,263,263,0,2024-05-02 08:52:02.402
20240502085149,1,9,-1,FILE_INGESTION,02062024_Talzenna_TRx_Data.xlsx.xlsx,LND_TALZENNA_TRX_DATA,294,294,0,2024-05-02 08:52:01.316
20240502085149,2,-1,10,DB_INGESTION,LND_TALZENNA_TRX_DATA,STG_TALZENNA_TRX_DATA,294,7056,-6762,2024-05-02 08:54:44.593
20240502083958,2,-1,11,DB_INGESTION,LND_TALZENNA_NPS_DATA,STG_TALZENNA_NPS_DATA,263,6312,-6049,2024-05-02 08:48:20.862
20240502083958,1,11,-1,FILE_INGESTION,01312024_Bosulif_TRx_Data.xlsx,LND_BOSULIF_TRX_DATA,5149,5149,0,2024-05-02 08:47:50.812
20240502083958,1,9,-1,FILE_INGESTION,02062024_Talzenna_TRx_Data.xlsx.xlsx,LND_TALZENNA_TRX_DATA,294,294,0,2024-05-02 08:47:09.313
20240502083958,1,10,-1,FILE_INGESTION,02062024_Talzenna_NPS_Data.xlsx,LND_TALZENNA_NPS_DATA,263,263,0,2024-05-02 08:47:08.686
20240502083958,1,12,-1,FILE_INGESTION,01312024_Bosulif_NPS_Data.xlsx,LND_BOSULIF_NPS_DATA,2503,2503,0,2024-05-02 08:47:51.213
20240502083958,2,-1,2,DB_INGESTION,LND_VYNDAMAX,STG_VYNDAMAX,42880,42880,0,2024-05-02 08:48:03.366
20240502083958,2,-1,10,DB_INGESTION,LND_TALZENNA_TRX_DATA,STG_TALZENNA_TRX_DATA,294,7056,-6762,2024-05-02 08:48:12.257
20240502083958,2,-1,12,DB_INGESTION,LND_BOSULIF_TRX_DATA,STG_BOSULIF_TRX_DATA,5149,123576,-118427,2024-05-02 08:48:30.959
20240502083958,2,-1,13,DB_INGESTION,LND_BOSULIF_NPS_DATA,STG_BOSULIF_NPS_DATA,2503,60072,-57569,2024-05-02 08:48:41.580
20240502083958,2,-1,14,DB_INGESTION,"STG_BOSULIF_NPS_DATA, STG_BOSULIF_TRX_DATA",STG_BOSULIF_DATA,60072,123576,-63504,2024-05-02 08:48:53.266
20240502083958,2,-1,15,DB_INGESTION,"STG_TALZENNA_NPS_DATA, STG_TALZENNA_TRX_DATA",STG_TALZENNA_DATA,6312,7056,-744,2024-05-02 08:49:02.231
20240502083958,2,-1,16,DB_INGESTION,"STG_TALZENNA_DATA, STG_BOSULIF_DATA",STG_BRAND_DATA,7056,130632,-123576,2024-05-02 08:49:13.265
20240502083958,3,-1,9,DB_INGESTION,VW_STG_VYNDAMAX_MSTR,VYNDAMAX_MSTR,25492,25492,0,2024-05-02 08:49:19.857
20240502050836,2,-1,13,DB_INGESTION,LND_BOSULIF_NPS_DATA,STG_BOSULIF_NPS_DATA,5006,120144,-115138,2024-05-02 06:27:27.488
20240502050836,1,11,-1,FILE_INGESTION,01312024_Bosulif_TRx_Data.xlsx,LND_BOSULIF_TRX_DATA,5149,10298,-5149,2024-05-02 05:59:47.285
20240502050836,1,10,-1,FILE_INGESTION,02062024_Talzenna_NPS_Data.xlsx,LND_TALZENNA_NPS_DATA,263,526,-263,2024-05-02 05:59:47.826
20240502050836,1,12,-1,FILE_INGESTION,01312024_Bosulif_NPS_Data.xlsx,LND_BOSULIF_NPS_DATA,2503,5006,-2503,2024-05-02 05:59:48.362
20240502050836,1,9,-1,FILE_INGESTION,02062024_Talzenna_TRx_Data.xlsx.xlsx,LND_TALZENNA_TRX_DATA,294,588,-294,2024-05-02 05:59:51.626
20240502050836,2,-1,2,DB_INGESTION,LND_VYNDAMAX,STG_VYNDAMAX,42880,42880,0,2024-05-02 06:07:42.701
20240502050836,2,-1,11,DB_INGESTION,LND_TALZENNA_NPS_DATA,STG_TALZENNA_NPS_DATA,526,12624,-12098,2024-05-02 06:20:09.337
20240502050836,2,-1,12,DB_INGESTION,LND_BOSULIF_TRX_DATA,STG_BOSULIF_TRX_DATA,10298,247152,-236854,2024-05-02 06:23:44.870
20240502050836,2,-1,14,DB_INGESTION,"STG_BOSULIF_NPS_DATA, STG_BOSULIF_TRX_DATA",STG_BOSULIF_DATA,120144,367296,-247152,2024-05-02 06:29:20.890
20240502050836,2,-1,15,DB_INGESTION,"STG_TALZENNA_NPS_DATA, STG_TALZENNA_TRX_DATA",STG_TALZENNA_DATA,12624,26736,-14112,2024-05-02 06:30:27.931
20240502050836,2,-1,10,DB_INGESTION,LND_TALZENNA_TRX_DATA,STG_TALZENNA_TRX_DATA,588,14112,-13524,2024-05-02 06:13:39.077
20240502050836,3,-1,9,DB_INGESTION,VW_STG_VYNDAMAX_MSTR,VYNDAMAX_MSTR,25492,25492,0,2024-05-02 06:31:27.585
20240502050836,2,-1,16,DB_INGESTION,"STG_TALZENNA_DATA, STG_BOSULIF_DATA",STG_BRAND_DATA,26736,394032,-367296,2024-05-02 06:31:20.250
20240404033704,1,11,-1,FILE_INGESTION,01312024_Bosulif_TRx_Data.xlsx,LND_BOSULIF_TRX_DATA,5149,5149,0,2024-04-04 03:41:29.227
20240404033704,2,-1,2,DB_INGESTION,LND_VYNDAMAX,STG_VYNDAMAX,42880,42880,0,2024-04-04 03:41:38.649
20240404033704,2,-1,10,DB_INGESTION,LND_TALZENNA_TRX_DATA,STG_TALZENNA_TRX_DATA,294,7056,-6762,2024-04-04 03:41:47.185
20240404033704,2,-1,11,DB_INGESTION,LND_TALZENNA_NPS_DATA,STG_TALZENNA_NPS_DATA,263,6312,-6049,2024-04-04 03:41:56.171
20240404033704,2,-1,12,DB_INGESTION,LND_BOSULIF_TRX_DATA,STG_BOSULIF_TRX_DATA,5149,123576,-118427,2024-04-04 03:42:08.158
20240404033704,2,-1,13,DB_INGESTION,LND_BOSULIF_NPS_DATA,STG_BOSULIF_NPS_DATA,2503,60072,-57569,2024-04-04 03:42:18.928
20240404033704,2,-1,14,DB_INGESTION,"STG_BOSULIF_NPS_DATA, STG_BOSULIF_TRX_DATA",STG_BOSULIF_DATA,60072,123576,-63504,2024-04-04 03:42:33.362
20240404033704,2,-1,15,DB_INGESTION,"STG_TALZENNA_NPS_DATA, STG_TALZENNA_TRX_DATA",STG_TALZENNA_DATA,6312,7056,-744,2024-04-04 03:42:44.698
20240404033704,2,-1,16,DB_INGESTION,"STG_TALZENNA_DATA, STG_BOSULIF_DATA",STG_BRAND_DATA,7056,130632,-123576,2024-04-04 03:42:56.489
20240404033704,3,-1,9,DB_INGESTION,VW_STG_VYNDAMAX_MSTR,VYNDAMAX_MSTR,25492,25492,0,2024-04-04 03:43:03.493
20240404033704,1,10,-1,FILE_INGESTION,02062024_Talzenna_NPS_Data.xlsx,LND_TALZENNA_NPS_DATA,263,263,0,2024-04-04 03:40:48.809
20240404033704,1,9,-1,FILE_INGESTION,02062024_Talzenna_TRx_Data.xlsx.xlsx,LND_TALZENNA_TRX_DATA,294,294,0,2024-04-04 03:40:49.028
20240404033704,1,12,-1,FILE_INGESTION,01312024_Bosulif_NPS_Data.xlsx,LND_BOSULIF_NPS_DATA,2503,2503,0,2024-04-04 03:41:27.576
20240403235902,3,-1,9,DB_INGESTION,VW_STG_VYNDAMAX_MSTR,VYNDAMAX_MSTR,25492,25492,0,2024-04-04 00:01:19.759
20240403235902,1,9,-1,FILE_INGESTION,02062024_Talzenna_TRx_Data.xlsx.xlsx,LND_TALZENNA_TRX_DATA,294,294,0,2024-04-03 23:59:13.404
20240403235902,1,12,-1,FILE_INGESTION,01312024_Bosulif_NPS_Data.xlsx,LND_BOSULIF_NPS_DATA,2503,2503,0,2024-04-03 23:59:47.947
20240403235902,1,10,-1,FILE_INGESTION,02062024_Talzenna_NPS_Data.xlsx,LND_TALZENNA_NPS_DATA,263,263,0,2024-04-03 23:59:13.895
20240403235902,1,11,-1,FILE_INGESTION,01312024_Bosulif_TRx_Data.xlsx,LND_BOSULIF_TRX_DATA,5149,5149,0,2024-04-03 23:59:49.336
20240403235902,2,-1,2,DB_INGESTION,LND_VYNDAMAX,STG_VYNDAMAX,42880,42880,0,2024-04-03 23:59:57.275
20240403235902,2,-1,10,DB_INGESTION,LND_TALZENNA_TRX_DATA,STG_TALZENNA_TRX_DATA,294,7056,-6762,2024-04-04 00:00:07.098
20240403235902,2,-1,11,DB_INGESTION,LND_TALZENNA_NPS_DATA,STG_TALZENNA_NPS_DATA,263,6312,-6049,2024-04-04 00:00:15.942
20240403235902,2,-1,12,DB_INGESTION,LND_BOSULIF_TRX_DATA,STG_BOSULIF_TRX_DATA,5149,123576,-118427,2024-04-04 00:00:25.093
20240403235902,2,-1,13,DB_INGESTION,LND_BOSULIF_NPS_DATA,STG_BOSULIF_NPS_DATA,2503,60072,-57569,2024-04-04 00:00:33.772
20240403235902,2,-1,14,DB_INGESTION,"STG_BOSULIF_NPS_DATA, STG_BOSULIF_TRX_DATA",STG_BOSULIF_DATA,60072,123576,-63504,2024-04-04 00:00:49.379
20240403235902,2,-1,15,DB_INGESTION,"STG_TALZENNA_NPS_DATA, STG_TALZENNA_TRX_DATA",STG_TALZENNA_DATA,6312,7056,-744,2024-04-04 00:00:59.891
20240403235902,2,-1,16,DB_INGESTION,"STG_TALZENNA_DATA, STG_BOSULIF_DATA",STG_BRAND_DATA,7056,130632,-123576,2024-04-04 00:01:11.138
20240403233949,1,10,-1,FILE_INGESTION,02062024_Talzenna_NPS_Data.xlsx,LND_TALZENNA_NPS_DATA,263,263,0,2024-04-03 23:40:00.170
20240403233949,1,9,-1,FILE_INGESTION,02062024_Talzenna_TRx_Data.xlsx.xlsx,LND_TALZENNA_TRX_DATA,294,294,0,2024-04-03 23:40:01.032
20240403233949,1,12,-1,FILE_INGESTION,01312024_Bosulif_NPS_Data.xlsx,LND_BOSULIF_NPS_DATA,2503,2503,0,2024-04-03 23:40:38.581
20240403233949,1,11,-1,FILE_INGESTION,01312024_Bosulif_TRx_Data.xlsx,LND_BOSULIF_TRX_DATA,5149,5149,0,2024-04-03 23:40:39.196
20240403233949,2,-1,13,DB_INGESTION,LND_BOSULIF_NPS_DATA,STG_BOSULIF_NPS_DATA,2503,60072,-57569,2024-04-03 23:41:20.058
20240403233949,2,-1,2,DB_INGESTION,LND_VYNDAMAX,STG_VYNDAMAX,42880,42880,0,2024-04-03 23:40:47.458
20240403233949,2,-1,10,DB_INGESTION,LND_TALZENNA_TRX_DATA,STG_TALZENNA_TRX_DATA,294,7056,-6762,2024-04-03 23:40:55.043
20240403233949,2,-1,12,DB_INGESTION,LND_BOSULIF_TRX_DATA,STG_BOSULIF_TRX_DATA,5149,123576,-118427,2024-04-03 23:41:11.509
20240403233949,2,-1,14,DB_INGESTION,"STG_BOSULIF_NPS_DATA, STG_BOSULIF_TRX_DATA",STG_BOSULIF_DATA,60072,123576,-63504,2024-04-03 23:41:32.782
20240403233949,2,-1,15,DB_INGESTION,"STG_TALZENNA_NPS_DATA, STG_TALZENNA_TRX_DATA",STG_TALZENNA_DATA,6312,7056,-744,2024-04-03 23:41:41.598
20240403233949,2,-1,16,DB_INGESTION,"STG_TALZENNA_DATA, STG_BOSULIF_DATA",STG_BRAND_DATA,7056,130632,-123576,2024-04-03 23:41:53.285
20240403233949,3,-1,9,DB_INGESTION,VW_STG_VYNDAMAX_MSTR,VYNDAMAX_MSTR,25492,25492,0,2024-04-03 23:41:59.096
20240403233949,2,-1,11,DB_INGESTION,LND_TALZENNA_NPS_DATA,STG_TALZENNA_NPS_DATA,263,6312,-6049,2024-04-03 23:41:02.704
20240403230255,1,12,-1,FILE_INGESTION,01312024_Bosulif_NPS_Data.xlsx,LND_BOSULIF_NPS_DATA,2503,2503,0,2024-04-03 23:03:45.815
